Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Honda,Amaze,2017,19253,CNG,29.4,Automatic,First Owner,796,4,636295
Tata,Punch,2013,6970,Petrol,16.8,Automatic,Second Owner,2179,6,651038
Honda,Jazz,2024,59049,Diesel,22.6,Automatic,Second Owner,796,4,800743
Hyundai,Creta,2010,70754,CNG,27.4,Manual,First Owner,1497,4,370533
Kia,Seltos,2022,143521,Diesel,27,Manual,Second Owner,1197,7,658405
Hyundai,i20,2019,25099,Diesel,24,Manual,Second Owner,1197,7,657697
Mahindra,Scorpio,2023,141930,Diesel,25.3,Automatic,First Owner,998,6,628495
Kia,Seltos,2017,114140,Diesel,26.2,Automatic,Second Owner,1497,4,578016
Toyota,Glanza,2017,45317,Diesel,12.2,Automatic,Third Owner,1248,5,539980
Mahindra,Scorpio,2017,181250,CNG,17.4,Automatic,Second Owner,1498,7,427994
Maruti,Swift,2013,60657,Petrol,28.4,Manual,Second Owner,1248,7,448333
Honda,Amaze,2012,95349,CNG,19.7,Automatic,Second Owner,998,6,377570
Tata,Nexon,2023,79470,Diesel,15.1,Manual,First Owner,1497,7,772597
Mahindra,Bolero,2021,168171,Petrol,16.2,Automatic,First Owner,1497,6,561097
Maruti,Dzire,2017,121389,Diesel,26.8,Automatic,First Owner,1248,5,501681
Toyota,Glanza,2010,136512,Petrol,15.4,Manual,First Owner,1197,7,167983
Kia,Seltos,2024,186875,Diesel,20.1,Automatic,Third Owner,1197,6,597869
Mahindra,Scorpio,2021,148835,Petrol,21,Automatic,Third Owner,1997,4,725685
Honda,WR-V,2022,13053,CNG,23.7,Automatic,Third Owner,796,5,752521
Hyundai,Verna,2017,33632,CNG,24.4,Automatic,Second Owner,1497,5,652643
Hyundai,Creta,2012,34354,Petrol,14.2,Manual,Third Owner,1997,4,464359
Hyundai,Venue,2025,37404,Diesel,15,Manual,Second Owner,2179,5,945388
Kia,Seltos,2024,31098,CNG,16.3,Manual,Second Owner,1248,5,882791
Kia,Seltos,2015,13992,Diesel,22.2,Automatic,First Owner,1498,4,609582
Toyota,Urban Cruiser,2016,159789,Diesel,26.8,Automatic,First Owner,796,7,394073
Toyota,Fortuner,2023,123322,Diesel,26.6,Automatic,Second Owner,1498,4,792667
Maruti,Baleno,2020,17284,Petrol,28.9,Manual,Second Owner,1497,6,796344
Kia,Sonet,2021,127873,Diesel,18.7,Manual,Third Owner,1498,7,605459
Honda,City,2016,133222,Petrol,24.9,Automatic,First Owner,1248,4,506499
Maruti,WagonR,2014,28056,Diesel,15,Automatic,Third Owner,1997,7,577310
Mahindra,XUV300,2018,19784,Diesel,18,Manual,Second Owner,998,6,666552
Hyundai,i20,2016,117064,CNG,12.7,Manual,Third Owner,2179,7,530970
Maruti,Swift,2010,36318,CNG,17.2,Automatic,Third Owner,1248,4,363090
Tata,Punch,2016,64907,Diesel,27.3,Manual,Second Owner,998,7,475793
Honda,City,2010,22751,Petrol,13.2,Manual,Third Owner,796,5,281037
Mahindra,XUV300,2024,198398,CNG,25,Automatic,Third Owner,796,6,623500
Toyota,Glanza,2010,41966,Diesel,19.2,Automatic,Third Owner,1997,7,448201
Mahindra,XUV300,2025,110807,CNG,25.5,Automatic,Second Owner,1997,4,863371
Mahindra,XUV700,2010,26624,Petrol,29.4,Manual,Second Owner,796,7,340742
Hyundai,Verna,2012,14903,CNG,19.7,Automatic,Third Owner,998,6,469787
Mahindra,Scorpio,2023,133878,Petrol,16.2,Manual,First Owner,796,5,603408
Mahindra,Scorpio,2024,109895,CNG,19.7,Automatic,Second Owner,1498,7,771246
Mahindra,Scorpio,2019,122874,Diesel,29.5,Manual,Second Owner,1997,6,633970
Tata,Nexon,2010,177181,Petrol,29,Automatic,First Owner,2179,5,362292
Toyota,Glanza,2017,5017,Diesel,21.2,Automatic,First Owner,1248,7,701856
Mahindra,Scorpio,2022,83438,CNG,18.8,Manual,Third Owner,1248,6,670646
Kia,Carens,2024,111940,Petrol,24,Automatic,Second Owner,1497,6,762336
Mahindra,XUV700,2015,75718,CNG,17.9,Manual,First Owner,1498,6,460056
Toyota,Innova,2024,19487,Petrol,18.7,Manual,Third Owner,1197,5,831117
Tata,Nexon,2015,140088,Diesel,27.8,Manual,First Owner,796,7,384804
Tata,Altroz,2014,66091,CNG,28.5,Manual,First Owner,998,5,448884
Kia,Carens,2010,38910,CNG,29,Manual,First Owner,1248,7,372027
Maruti,Dzire,2010,22980,Diesel,18.1,Automatic,Second Owner,998,5,346033
Honda,City,2020,59793,CNG,17.4,Automatic,First Owner,1197,4,686805
Hyundai,Venue,2019,47213,CNG,28.3,Automatic,Second Owner,1498,6,694009
Honda,WR-V,2018,169447,CNG,22.1,Automatic,Third Owner,1497,5,492970
Honda,WR-V,2013,112603,Petrol,15,Manual,First Owner,1498,6,333433
Hyundai,Creta,2018,109994,CNG,15.2,Manual,Second Owner,2179,5,606888
Mahindra,Scorpio,2013,109431,Petrol,28.6,Manual,First Owner,1197,4,397084
Mahindra,Scorpio,2022,58494,Petrol,20.2,Manual,First Owner,1997,4,813715
Mahindra,XUV700,2020,171767,CNG,17,Automatic,Second Owner,998,7,443761
Maruti,Swift,2018,142010,Diesel,29.3,Manual,Second Owner,1497,6,507225
Mahindra,XUV700,2010,43888,Petrol,22.9,Automatic,Second Owner,796,6,290768
Maruti,Swift,2012,60661,CNG,26.2,Automatic,Second Owner,1498,4,465946
Maruti,Swift,2018,171211,CNG,21.8,Manual,First Owner,998,6,415715
Maruti,Swift,2016,137803,Diesel,18.4,Automatic,Second Owner,796,7,417155
Tata,Altroz,2013,188797,Diesel,28.7,Automatic,Second Owner,1997,4,360814
Tata,Harrier,2020,23366,Diesel,23.4,Automatic,Second Owner,1997,4,814976
Hyundai,Creta,2015,92991,Diesel,27.1,Manual,Second Owner,1497,7,504691
Tata,Harrier,2015,9647,Petrol,21.8,Automatic,Second Owner,1498,5,649985
Honda,WR-V,2017,47017,Diesel,29.1,Automatic,Third Owner,1997,7,777958
Maruti,Baleno,2013,166776,Petrol,16.2,Automatic,Third Owner,1997,5,349506
Honda,City,2020,181949,Diesel,19,Manual,Third Owner,1497,7,507739
Toyota,Innova,2020,17378,Petrol,20.9,Manual,First Owner,1497,5,745604
Honda,Amaze,2015,105895,Petrol,21.1,Automatic,First Owner,796,7,441462
Mahindra,XUV700,2022,192901,Petrol,28.6,Manual,Third Owner,998,5,507501
Honda,Amaze,2014,183956,Petrol,28.6,Manual,First Owner,1497,7,320526
Maruti,Baleno,2015,26932,Diesel,18.4,Automatic,First Owner,1197,7,520890
Hyundai,Verna,2020,198238,Diesel,20.8,Manual,Third Owner,1997,5,502822
Toyota,Urban Cruiser,2011,55136,CNG,21.6,Manual,Third Owner,796,7,298063
Honda,WR-V,2015,168545,CNG,29.3,Manual,First Owner,1497,4,362295
Kia,Sonet,2017,129656,Diesel,24.2,Manual,First Owner,2179,4,570047
Hyundai,Verna,2012,152517,Petrol,18.7,Manual,First Owner,1498,4,299097
Tata,Nexon,2014,16447,Petrol,12.5,Manual,First Owner,1497,6,508809
Mahindra,Bolero,2015,56329,CNG,21.4,Manual,Third Owner,1498,5,560659
Honda,Amaze,2014,63272,Diesel,19.9,Automatic,First Owner,1197,6,498680
Kia,Carens,2023,49258,CNG,21,Manual,Second Owner,998,7,735242
Kia,Carens,2011,153186,Petrol,16.6,Automatic,First Owner,2179,4,375060
Toyota,Fortuner,2019,42921,Diesel,18.7,Automatic,Second Owner,1498,7,683643
Mahindra,XUV700,2018,138060,Diesel,28.7,Automatic,First Owner,796,4,448592
Toyota,Fortuner,2011,184318,CNG,28.9,Automatic,Second Owner,1498,6,221431
Mahindra,XUV700,2016,48239,Petrol,16.9,Manual,First Owner,796,6,451449
Hyundai,Creta,2015,109303,CNG,24,Manual,Second Owner,998,4,434455
Kia,Sonet,2014,101652,Diesel,18,Automatic,Third Owner,1197,5,370595
Tata,Nexon,2025,13719,Diesel,20.6,Manual,Second Owner,1248,5,953228
Toyota,Urban Cruiser,2012,35596,Petrol,19,Automatic,First Owner,2179,5,583507
Hyundai,Verna,2019,98401,Petrol,24.4,Automatic,Third Owner,796,7,539202
Hyundai,Creta,2011,151365,CNG,24.7,Automatic,Third Owner,1997,5,396541
Honda,Jazz,2019,93211,CNG,25.4,Manual,Third Owner,1498,4,631697
Kia,Carens,2022,148495,CNG,17.1,Automatic,Third Owner,1997,6,740637
Maruti,Baleno,2021,11072,CNG,19.7,Automatic,First Owner,1497,5,858810
Honda,Jazz,2018,25061,CNG,20.5,Manual,Second Owner,1248,4,647946
Honda,WR-V,2025,32540,CNG,22,Manual,Second Owner,1997,6,947463
Mahindra,Scorpio,2018,82937,Petrol,26,Manual,Third Owner,998,5,602282
Kia,Seltos,2010,41012,CNG,26.8,Automatic,Third Owner,1248,7,362067
Honda,Jazz,2013,72990,Petrol,25.1,Automatic,Third Owner,1248,4,420832
Mahindra,XUV300,2011,84174,Petrol,28.3,Manual,Second Owner,2179,5,468692
Toyota,Urban Cruiser,2011,38616,CNG,24.7,Automatic,Second Owner,998,6,409283
Hyundai,Verna,2012,178699,Diesel,25.3,Automatic,Third Owner,796,6,172778
Kia,Seltos,2024,16642,CNG,25.1,Manual,First Owner,998,5,897885
Mahindra,Bolero,2021,168198,Diesel,20.8,Manual,First Owner,796,7,521984
Tata,Harrier,2022,178013,Diesel,25.2,Automatic,First Owner,1197,7,620317
Tata,Harrier,2017,106820,CNG,21.4,Manual,Second Owner,1197,5,490781
Kia,Carens,2019,147551,Diesel,25.3,Automatic,First Owner,1497,7,594861
Tata,Altroz,2025,26450,Diesel,13.8,Manual,First Owner,998,4,849193
Mahindra,XUV300,2012,170558,Petrol,28.7,Manual,First Owner,796,5,231138
Kia,Sonet,2019,36127,Petrol,27,Automatic,Third Owner,1497,4,746388
Honda,Jazz,2010,27135,Petrol,21.9,Automatic,First Owner,1197,4,403098
Mahindra,Bolero,2020,94000,CNG,12.4,Manual,Third Owner,1997,4,671138
Maruti,WagonR,2020,174851,CNG,27,Manual,First Owner,796,5,467978
Mahindra,Bolero,2024,98191,Petrol,15.7,Manual,Third Owner,796,5,677360
Toyota,Urban Cruiser,2019,106708,Diesel,24.6,Manual,Second Owner,998,6,534056
Maruti,Swift,2012,195274,CNG,20.8,Automatic,Second Owner,1197,5,228690
Kia,Seltos,2016,188652,CNG,23.3,Automatic,First Owner,1498,7,407282
Hyundai,Venue,2022,123176,Petrol,18.1,Manual,Second Owner,1997,4,693751
Hyundai,i20,2012,57550,CNG,23.4,Manual,Second Owner,1498,7,437671
Honda,Amaze,2022,190050,Diesel,18,Manual,Second Owner,796,4,525921
Honda,Amaze,2013,106536,Diesel,18.6,Automatic,Third Owner,2179,7,503756
Kia,Carens,2018,144409,CNG,21.4,Manual,First Owner,796,6,464490
Maruti,Dzire,2012,121283,Diesel,15.2,Automatic,Second Owner,2179,5,405127
Hyundai,i20,2025,20468,Diesel,13.3,Manual,First Owner,1498,4,908566
Tata,Altroz,2016,194430,Diesel,23.9,Manual,First Owner,796,5,294633
Toyota,Fortuner,2013,179505,Diesel,14.8,Manual,Second Owner,1498,7,284662
Honda,City,2015,194901,Petrol,12.5,Manual,Third Owner,1248,7,258726
Tata,Punch,2022,114173,Petrol,12.3,Manual,Third Owner,2179,4,740378
Maruti,Swift,2016,99771,CNG,18.6,Manual,Second Owner,998,4,468711
Toyota,Urban Cruiser,2014,86252,Diesel,20.2,Automatic,Third Owner,1197,5,441664
Honda,Amaze,2015,74611,CNG,29,Manual,First Owner,998,7,518349
Maruti,Dzire,2017,89285,Diesel,19.7,Automatic,First Owner,796,4,440429
Kia,Seltos,2013,57003,Diesel,17.6,Manual,Third Owner,796,4,335235
Mahindra,Scorpio,2014,132655,Petrol,14.5,Automatic,Second Owner,796,7,279188
Toyota,Fortuner,2020,28124,CNG,25.9,Automatic,Second Owner,1248,4,765476
Mahindra,XUV700,2025,21064,Petrol,17.2,Automatic,Third Owner,2179,7,1003602
Honda,WR-V,2013,108412,CNG,15.6,Manual,First Owner,796,4,269855
Maruti,WagonR,2019,81819,CNG,16.2,Automatic,First Owner,796,5,567282
Mahindra,Scorpio,2011,164973,Diesel,23.7,Automatic,First Owner,1197,6,201861
Hyundai,i20,2014,24997,CNG,25.5,Automatic,Third Owner,1997,4,613345
Maruti,Baleno,2016,154262,Petrol,30,Automatic,Second Owner,1248,7,426552
Toyota,Innova,2010,26207,Diesel,28.3,Automatic,Third Owner,1997,6,538560
Kia,Carens,2015,181058,CNG,26.7,Manual,Second Owner,1248,5,287424
Maruti,WagonR,2021,38690,CNG,28.2,Manual,Second Owner,1248,4,758005
Tata,Altroz,2023,106057,Diesel,20.5,Manual,First Owner,1997,4,822622
Hyundai,Creta,2020,30017,CNG,16,Manual,Third Owner,2179,5,779061
Toyota,Innova,2015,125305,Diesel,29,Automatic,First Owner,998,6,467584
Toyota,Urban Cruiser,2013,38186,CNG,29.4,Automatic,Third Owner,1498,6,577551
Mahindra,XUV300,2010,175606,CNG,21.9,Automatic,First Owner,1197,7,148885
Maruti,Baleno,2011,154030,Petrol,23,Automatic,Third Owner,1498,7,264067
Mahindra,Scorpio,2012,157564,Diesel,18,Manual,Second Owner,2179,5,389759
Toyota,Innova,2025,80748,Diesel,17,Manual,Third Owner,1997,4,849086
Tata,Altroz,2020,26510,CNG,18.1,Manual,Third Owner,1248,5,717995
Honda,Amaze,2022,130789,Diesel,19,Manual,Third Owner,796,7,553383
Maruti,Baleno,2014,55720,Diesel,14.8,Automatic,Second Owner,1997,6,598199
Hyundai,Verna,2012,5499,Diesel,14.5,Manual,Third Owner,1497,5,522532
Tata,Nexon,2021,198537,CNG,14.1,Automatic,Second Owner,1997,5,591250
Kia,Carens,2016,145777,Diesel,14.7,Manual,First Owner,1997,5,445531
Kia,Carens,2023,80296,Petrol,17.2,Automatic,First Owner,1197,4,734415
Mahindra,Scorpio,2023,197834,Petrol,13.5,Manual,Third Owner,796,6,463102
Toyota,Glanza,2014,41569,Diesel,21.3,Automatic,Third Owner,1248,7,535332
Hyundai,i20,2015,93749,CNG,27.2,Manual,Second Owner,796,6,400693
Toyota,Innova,2025,117679,Petrol,21,Manual,Second Owner,1498,5,826086
Maruti,WagonR,2016,25455,Petrol,26.6,Manual,Second Owner,1497,7,585971
Mahindra,XUV300,2014,43918,CNG,28.9,Automatic,Third Owner,998,5,532637
Tata,Harrier,2024,76329,Petrol,22.3,Manual,Second Owner,2179,5,891405
Kia,Carens,2019,109235,Diesel,13.4,Manual,Third Owner,2179,4,667211
Maruti,WagonR,2011,146067,Diesel,27.5,Manual,Second Owner,1248,6,295217
Kia,Seltos,2025,139365,CNG,14.5,Automatic,Third Owner,1248,5,749205
Kia,Sonet,2019,81186,CNG,29,Manual,First Owner,1497,7,655149
Hyundai,Verna,2014,186578,Petrol,19.5,Automatic,First Owner,1497,6,350578
Maruti,Dzire,2019,69722,CNG,22.5,Automatic,First Owner,796,4,612572
Maruti,Baleno,2021,164144,CNG,18.8,Manual,Second Owner,1498,4,584512
Honda,Amaze,2016,35582,CNG,22.7,Automatic,Third Owner,1498,4,622867
Toyota,Urban Cruiser,2025,196088,Petrol,21,Automatic,Second Owner,1498,6,671753
Toyota,Fortuner,2019,117007,Diesel,14.7,Manual,Second Owner,1498,7,516320
Mahindra,XUV700,2014,9173,Diesel,29.2,Manual,First Owner,2179,6,703291
Tata,Punch,2018,46760,Petrol,21.8,Automatic,First Owner,1997,4,722322
Tata,Altroz,2019,95483,Diesel,17,Manual,Third Owner,1498,4,634910
Maruti,WagonR,2015,48150,Petrol,25.9,Manual,Third Owner,1497,7,570570
Hyundai,Creta,2017,126448,CNG,16.9,Manual,Third Owner,1497,5,429418
Mahindra,Scorpio,2017,16308,Diesel,17.9,Automatic,First Owner,1497,7,686303
Tata,Punch,2018,167123,Diesel,20.4,Automatic,First Owner,1498,6,541771
Tata,Nexon,2020,68365,CNG,22.1,Automatic,First Owner,2179,7,831507
Mahindra,XUV300,2015,42322,CNG,13.6,Automatic,First Owner,2179,4,644925
Maruti,Swift,2016,147179,CNG,22.5,Manual,Second Owner,2179,7,494166
Kia,Seltos,2020,49629,Diesel,23.9,Manual,Second Owner,2179,7,838549
Tata,Nexon,2010,94680,Petrol,18.8,Manual,Second Owner,1248,4,259127
Hyundai,Verna,2024,154556,CNG,16.4,Manual,Third Owner,1197,4,608159
Mahindra,Bolero,2015,56153,Diesel,28.3,Manual,First Owner,796,4,475335
Hyundai,Verna,2020,85558,CNG,15.8,Manual,First Owner,1997,6,671456
Mahindra,XUV700,2019,51814,CNG,24.1,Automatic,Second Owner,1498,4,688671
Maruti,Dzire,2021,25228,Diesel,17,Manual,Second Owner,796,5,683340
Honda,WR-V,2015,64891,Petrol,28.1,Manual,First Owner,1497,6,591535
Hyundai,Creta,2021,100299,Petrol,26.6,Manual,Second Owner,796,7,562522
Kia,Seltos,2025,76964,Diesel,12.3,Manual,Third Owner,1498,5,855516
Toyota,Glanza,2012,111012,Diesel,20.7,Manual,Second Owner,1197,4,278026
Tata,Altroz,2020,122335,Diesel,13.9,Manual,Second Owner,1498,6,622338
Tata,Punch,2010,139953,Diesel,22.3,Manual,Third Owner,2179,5,341902
Mahindra,Scorpio,2013,138353,CNG,25.5,Manual,Second Owner,998,7,289687
Maruti,WagonR,2014,122404,Diesel,19.7,Automatic,Second Owner,1197,6,354294
Toyota,Innova,2013,15819,Petrol,22.9,Automatic,Third Owner,1497,6,518495
Kia,Seltos,2021,97791,CNG,24.1,Automatic,First Owner,1997,4,763675
Kia,Carens,2010,35914,Petrol,14.7,Automatic,Second Owner,2179,7,498611
Honda,Amaze,2016,91361,Diesel,17.3,Manual,First Owner,2179,4,627470
Maruti,Baleno,2024,138080,Diesel,12.9,Manual,First Owner,1997,6,722756
Toyota,Fortuner,2018,170566,Petrol,15.2,Manual,Second Owner,998,4,422240
Hyundai,Verna,2015,94602,Diesel,24.3,Manual,Second Owner,1498,6,493571
Kia,Sonet,2016,164755,Diesel,16,Manual,First Owner,1197,5,373873
Hyundai,Verna,2015,60292,CNG,25.4,Manual,Third Owner,1497,6,568867
Maruti,Swift,2011,93331,Diesel,23.3,Manual,Second Owner,998,6,304837
Toyota,Innova,2017,12959,Diesel,21.9,Manual,Third Owner,1197,4,640571
Honda,Jazz,2013,194946,CNG,29.4,Automatic,Third Owner,2179,7,440676
Tata,Harrier,2012,27550,Diesel,18.3,Manual,Second Owner,1248,5,464740
Toyota,Urban Cruiser,2020,59285,CNG,19.5,Manual,First Owner,1498,4,725265
Maruti,Baleno,2011,149945,Diesel,19.7,Automatic,Third Owner,1497,5,225973
Hyundai,i20,2020,127645,Diesel,25.4,Manual,Second Owner,796,5,561667
Tata,Nexon,2016,50483,Diesel,28.4,Manual,Second Owner,1498,4,585311
Tata,Harrier,2012,169717,Petrol,16.3,Manual,Third Owner,1498,5,241471
Maruti,Dzire,2014,52198,Petrol,20,Manual,Third Owner,1197,4,500565
Maruti,Dzire,2012,28388,CNG,20.2,Manual,Third Owner,1997,4,536652
Mahindra,XUV700,2022,190728,CNG,23.3,Manual,Second Owner,1997,7,624705
Mahindra,XUV300,2023,173279,CNG,12.3,Automatic,Second Owner,998,7,580064
Kia,Sonet,2013,136832,CNG,13.5,Automatic,First Owner,1498,6,340625
Tata,Nexon,2015,91815,Petrol,23,Manual,Third Owner,1197,7,416153
Toyota,Urban Cruiser,2013,31497,CNG,16.6,Manual,First Owner,1248,7,468672
Maruti,Swift,2022,112233,Petrol,12.4,Automatic,Third Owner,796,7,644364
Kia,Carens,2023,164447,Diesel,26.3,Manual,Third Owner,1497,4,692854
Kia,Sonet,2020,199763,CNG,17.5,Automatic,Third Owner,1197,5,432915
Toyota,Urban Cruiser,2011,24175,CNG,27.2,Manual,First Owner,1498,5,423023
Tata,Nexon,2016,141383,Diesel,24.2,Manual,First Owner,2179,6,577061
Kia,Carens,2024,105418,CNG,20.7,Manual,Third Owner,1197,5,752107
Tata,Harrier,2024,95001,Diesel,15.2,Automatic,Third Owner,1497,6,782231
Toyota,Glanza,2017,12977,Petrol,21.3,Automatic,Second Owner,2179,7,781631
Honda,Jazz,2023,183003,Petrol,28.5,Manual,Third Owner,998,6,599036
Tata,Harrier,2021,153654,CNG,17.8,Automatic,First Owner,1498,6,622987
Tata,Harrier,2017,14439,Petrol,14.8,Automatic,Second Owner,2179,6,754585
Honda,Amaze,2023,118518,Petrol,23.6,Manual,Second Owner,1498,7,775808
Mahindra,XUV700,2014,106200,Petrol,24.7,Automatic,Second Owner,1197,6,438503
Hyundai,Verna,2025,35250,Petrol,26.2,Manual,First Owner,1248,5,894863
Mahindra,XUV700,2023,31998,CNG,12.4,Manual,First Owner,1497,7,825700
Maruti,Baleno,2016,136523,Petrol,12.2,Automatic,Third Owner,796,5,327321
Honda,Jazz,2012,10717,Petrol,22.9,Manual,Second Owner,796,7,432568
Mahindra,XUV700,2015,13855,CNG,27.2,Manual,Second Owner,796,7,508020
Tata,Harrier,2014,73749,CNG,20.7,Automatic,Third Owner,1497,4,474589
Mahindra,XUV700,2017,125857,Diesel,23.1,Manual,Second Owner,1497,4,453840
Mahindra,XUV300,2022,157110,CNG,16.6,Manual,Second Owner,1497,5,561858
Mahindra,XUV300,2015,10094,Diesel,27.3,Automatic,First Owner,1997,4,665782
Mahindra,Scorpio,2024,58817,Petrol,21,Manual,Third Owner,998,6,807723
Kia,Seltos,2013,46165,CNG,12.2,Automatic,First Owner,1997,7,566409
Mahindra,Bolero,2014,123363,Petrol,17.4,Manual,First Owner,1997,5,487707
Toyota,Innova,2020,55609,CNG,29,Automatic,First Owner,1498,7,804781
Hyundai,Verna,2021,21990,CNG,21.4,Automatic,First Owner,1498,5,825085
Mahindra,XUV300,2024,42149,Diesel,27.1,Manual,First Owner,1197,7,876771
Hyundai,Verna,2017,104781,CNG,24.7,Automatic,Second Owner,2179,5,649610
Kia,Seltos,2025,124862,Diesel,17.8,Automatic,Third Owner,1497,7,827465
Kia,Carens,2013,199702,Diesel,29.1,Automatic,Second Owner,1997,6,411092
Hyundai,Verna,2011,152453,CNG,17.5,Automatic,First Owner,1248,7,207494
Tata,Punch,2020,175808,Diesel,15,Manual,Second Owner,2179,6,552831
Kia,Seltos,2014,140034,Diesel,17.9,Manual,Third Owner,1497,6,319457
Toyota,Urban Cruiser,2018,188702,CNG,17.1,Manual,First Owner,998,7,359764
Mahindra,XUV300,2025,150788,Petrol,22.6,Automatic,First Owner,1498,7,739428
Kia,Sonet,2021,189271,Diesel,26.1,Manual,Third Owner,1248,5,525263
Toyota,Urban Cruiser,2017,163223,CNG,17.5,Manual,First Owner,998,6,387779
Mahindra,Scorpio,2018,83892,Petrol,19,Manual,Third Owner,1997,6,652451
Tata,Punch,2011,47520,Petrol,20.3,Manual,First Owner,2179,4,516302
Hyundai,Verna,2014,77856,Petrol,16.9,Manual,Third Owner,1498,6,411876
Mahindra,XUV700,2012,11092,Diesel,24,Automatic,Second Owner,1498,6,485752
Toyota,Urban Cruiser,2019,107211,Diesel,19.3,Automatic,Third Owner,1997,5,689677
Toyota,Innova,2021,88119,Diesel,27.4,Manual,Second Owner,1248,5,671397
Mahindra,Bolero,2018,45678,Petrol,16.6,Manual,Third Owner,1248,6,642531
Mahindra,Bolero,2025,169865,Diesel,24.6,Automatic,Third Owner,1997,6,809603
Honda,Amaze,2015,143627,CNG,28.9,Manual,First Owner,1498,4,402492
Toyota,Innova,2012,63366,CNG,12.1,Manual,First Owner,796,7,272953
Toyota,Fortuner,2015,159812,CNG,23.9,Manual,First Owner,1498,6,359532
Hyundai,Venue,2010,77344,Petrol,15.3,Manual,Second Owner,1997,4,318161
Toyota,Fortuner,2025,155489,CNG,15.2,Manual,First Owner,1497,6,658754
Kia,Sonet,2010,24673,Petrol,29,Automatic,First Owner,796,6,352303
Honda,Jazz,2012,8640,CNG,22.6,Manual,Third Owner,1997,4,525873
Honda,Amaze,2021,175034,Diesel,16.8,Manual,Second Owner,1197,4,511426
Kia,Carens,2017,178591,Petrol,12.2,Automatic,Third Owner,1997,4,458743
Toyota,Fortuner,2025,107544,Diesel,25.5,Manual,First Owner,1997,4,868647
Maruti,Dzire,2020,188592,Diesel,18.9,Automatic,First Owner,1497,7,517470
Maruti,Dzire,2023,143708,Petrol,26.6,Manual,First Owner,1197,7,642816
Kia,Carens,2023,6343,Petrol,26.8,Automatic,Second Owner,1197,6,918342
Hyundai,Venue,2012,114947,Petrol,22.3,Automatic,Third Owner,1197,7,336471
Toyota,Glanza,2023,184995,Diesel,27,Automatic,First Owner,1197,7,638339
Maruti,Swift,2023,195668,Diesel,17.1,Automatic,First Owner,796,6,544900
Hyundai,Creta,2014,121010,CNG,24.1,Manual,First Owner,2179,7,499732
Hyundai,Venue,2021,21857,Petrol,20.7,Manual,Third Owner,1197,5,749174
Mahindra,XUV700,2018,16440,Petrol,19.9,Automatic,First Owner,998,6,619038
Toyota,Urban Cruiser,2016,164125,CNG,15.1,Manual,Second Owner,1498,4,407110
Tata,Punch,2021,195937,Petrol,16.3,Automatic,First Owner,998,5,518344
Maruti,Baleno,2017,45806,Petrol,24.1,Automatic,Third Owner,998,4,643681
Hyundai,Venue,2018,29768,CNG,27.8,Automatic,Third Owner,1248,4,715048
Hyundai,Venue,2019,112592,Petrol,25.9,Manual,Second Owner,1248,5,585033
Toyota,Fortuner,2012,159956,Petrol,25,Manual,Third Owner,1248,6,265565
Tata,Nexon,2020,103590,Petrol,13,Manual,Second Owner,1498,5,639413
Kia,Seltos,2010,132730,CNG,23.8,Manual,First Owner,1248,7,245920
Tata,Punch,2016,149955,CNG,15.3,Automatic,Third Owner,1997,7,501880
Tata,Nexon,2022,76458,Petrol,29.3,Automatic,Third Owner,1498,4,779237
Mahindra,Bolero,2017,115590,Petrol,12.3,Automatic,Third Owner,1997,4,590956
Honda,Jazz,2017,154810,Petrol,15.9,Automatic,First Owner,998,7,386968
